Order_ID,Date,Product,Category,Quantity,Unit_Cost,Unit_Price,Revenue,Cost,Profit,Profit_Margin,Customer_Type,Payment_Method
ORD0014,2026-03-16,Calculator,Office,7,180,300,2100,1260,840,40.0,Student,Cash
ORD0845,2026-03-16,Color Pencils,School,7,45,80,560,315,245,43.75,Business,Card
ORD0021,2026-03-16,Notebook,Paper,4,35,60,240,140,100,41.66666666666667,Business,UPI
ORD1446,2026-03-16,File,Office,8,18,35,280,144,136,48.57142857142857,Individual,Card
ORD1467,2026-03-16,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Individual,Card
ORD0690,2026-03-16,Drawing Book,School,6,30,50,300,180,120,40.0,Business,Card
ORD1722,2026-03-16,Glue,School,10,15,25,250,150,100,40.0,Individual,Cash
ORD1190,2026-03-16,Marker,Writing,1,20,35,35,20,15,42.857142857142854,Student,UPI
ORD1404,2026-03-16,Scissors,Office,3,25,45,135,75,60,44.44444444444444,Student,Cash
ORD0675,2026-03-17,Drawing Book,School,9,30,50,450,270,180,40.0,Student,UPI
ORD0136,2026-03-17,Notebook,Paper,5,35,60,300,175,125,41.66666666666667,Business,Card
ORD1165,2026-03-17,Stapler,Office,10,45,75,750,450,300,40.0,Individual,Card
ORD1974,2026-03-17,Scissors,Office,10,25,45,450,250,200,44.44444444444444,Business,UPI
ORD1231,2026-03-17,Notebook,Paper,2,35,60,120,70,50,41.66666666666667,Business,Cash
ORD1923,2026-03-17,Calculator,Office,9,180,300,2700,1620,1080,40.0,Individual,Cash
ORD1081,2026-03-17,Ball Pen,Writing,6,5,10,60,30,30,50.0,Student,Card
ORD0456,2026-03-17,Gel Pen,Writing,6,10,20,120,60,60,50.0,Individual,Card
ORD0705,2026-03-17,Calculator,Office,2,180,300,600,360,240,40.0,Individual,Cash
ORD0509,2026-03-17,Eraser,School,4,3,7,28,12,16,57.14285714285714,Student,UPI
ORD1768,2026-03-17,Gel Pen,Writing,6,10,20,120,60,60,50.0,Individual,Cash
ORD0071,2026-03-17,Notebook,Paper,4,35,60,240,140,100,41.66666666666667,Business,UPI
ORD1856,2026-03-17,A4 Sheets,Paper,4,180,250,1000,720,280,28.000000000000004,Business,UPI
ORD1987,2026-03-17,Eraser,School,1,3,7,7,3,4,57.14285714285714,Student,Card
ORD0858,2026-03-17,Drawing Book,School,5,30,50,250,150,100,40.0,Business,Card
ORD0148,2026-03-17,Calculator,Office,2,180,300,600,360,240,40.0,Individual,UPI
ORD0550,2026-03-18,Scissors,Office,10,25,45,450,250,200,44.44444444444444,Student,Cash
ORD0076,2026-03-18,Scissors,Office,1,25,45,45,25,20,44.44444444444444,Individual,UPI
ORD1360,2026-03-18,Calculator,Office,1,180,300,300,180,120,40.0,Business,Card
ORD1559,2026-03-18,Gel Pen,Writing,8,10,20,160,80,80,50.0,Student,Card
ORD0009,2026-03-19,Notebook,Paper,5,35,60,300,175,125,41.66666666666667,Business,UPI
ORD1550,2026-03-19,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Student,UPI
ORD1180,2026-03-19,Ball Pen,Writing,6,5,10,60,30,30,50.0,Business,Cash
ORD0494,2026-03-19,Marker,Writing,10,20,35,350,200,150,42.857142857142854,Business,Cash
ORD1310,2026-03-19,File,Office,6,18,35,210,108,102,48.57142857142857,Business,Cash
ORD0506,2026-03-19,Notebook,Paper,9,35,60,540,315,225,41.66666666666667,Individual,Card
ORD1393,2026-03-19,Highlighter,Writing,10,20,35,350,200,150,42.857142857142854,Student,Card
ORD1489,2026-03-19,Stapler,Office,6,45,75,450,270,180,40.0,Individual,Cash
ORD0207,2026-03-19,Notebook,Paper,3,35,60,180,105,75,41.66666666666667,Student,UPI
ORD0735,2026-03-19,Glue,School,6,15,25,150,90,60,40.0,Student,UPI
ORD1036,2026-03-19,Calculator,Office,5,180,300,1500,900,600,40.0,Individual,Cash
ORD0190,2026-03-20,Marker,Writing,5,20,35,175,100,75,42.857142857142854,Student,UPI
ORD1689,2026-03-20,Pencil,Writing,7,4,8,56,28,28,50.0,Business,Cash
ORD1538,2026-03-20,Drawing Book,School,2,30,50,100,60,40,40.0,Individual,Cash
ORD1414,2026-03-20,Color Pencils,School,7,45,80,560,315,245,43.75,Student,Cash
ORD1333,2026-03-21,Stapler,Office,9,45,75,675,405,270,40.0,Student,Cash
ORD1615,2026-03-21,Marker,Writing,8,20,35,280,160,120,42.857142857142854,Business,Cash
ORD1312,2026-03-21,Eraser,School,8,3,7,56,24,32,57.14285714285714,Individual,UPI
ORD1066,2026-03-21,Glue,School,5,15,25,125,75,50,40.0,Student,Card
ORD0253,2026-03-21,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Individual,Card
ORD0232,2026-03-21,Highlighter,Writing,9,20,35,315,180,135,42.857142857142854,Individual,UPI
ORD1843,2026-03-21,Calculator,Office,6,180,300,1800,1080,720,40.0,Individual,Cash
ORD0996,2026-03-21,Ball Pen,Writing,8,5,10,80,40,40,50.0,Individual,UPI
ORD0084,2026-03-22,Highlighter,Writing,8,20,35,280,160,120,42.857142857142854,Individual,Card
ORD1008,2026-03-22,A4 Sheets,Paper,1,180,250,250,180,70,28.000000000000004,Individual,Cash
ORD0504,2026-03-22,Highlighter,Writing,9,20,35,315,180,135,42.857142857142854,Business,UPI
ORD0199,2026-03-22,Ball Pen,Writing,10,5,10,100,50,50,50.0,Individual,Card
ORD0544,2026-03-22,Glue,School,6,15,25,150,90,60,40.0,Business,Card
ORD0748,2026-03-22,Notebook,Paper,10,35,60,600,350,250,41.66666666666667,Student,UPI
ORD0559,2026-03-22,A4 Sheets,Paper,6,180,250,1500,1080,420,28.000000000000004,Individual,Card
ORD1412,2026-03-22,Notebook,Paper,7,35,60,420,245,175,41.66666666666667,Individual,Card
ORD1090,2026-03-23,Marker,Writing,6,20,35,210,120,90,42.857142857142854,Student,Cash
ORD0062,2026-03-23,Ball Pen,Writing,3,5,10,30,15,15,50.0,Business,UPI
ORD0802,2026-03-23,Color Pencils,School,7,45,80,560,315,245,43.75,Student,Cash
ORD1017,2026-03-23,Stapler,Office,2,45,75,150,90,60,40.0,Student,Card
ORD1970,2026-03-23,Scissors,Office,3,25,45,135,75,60,44.44444444444444,Individual,Cash
ORD0901,2026-03-23,File,Office,3,18,35,105,54,51,48.57142857142857,Student,UPI
ORD0446,2026-03-23,Scissors,Office,9,25,45,405,225,180,44.44444444444444,Business,Card
ORD1331,2026-03-23,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Business,Card
ORD1548,2026-03-23,Pencil,Writing,3,4,8,24,12,12,50.0,Individual,Card
ORD1490,2026-03-23,Ball Pen,Writing,8,5,10,80,40,40,50.0,Student,Cash
ORD1239,2026-03-23,Eraser,School,9,3,7,63,27,36,57.14285714285714,Student,UPI
ORD0530,2026-03-23,Marker,Writing,6,20,35,210,120,90,42.857142857142854,Business,Card
ORD0938,2026-03-24,Ball Pen,Writing,3,5,10,30,15,15,50.0,Individual,Card
ORD1641,2026-03-24,Glue,School,10,15,25,250,150,100,40.0,Business,Card
ORD0115,2026-03-24,Stapler,Office,2,45,75,150,90,60,40.0,Business,UPI
ORD0636,2026-03-24,Scissors,Office,2,25,45,90,50,40,44.44444444444444,Student,Cash
ORD1765,2026-03-24,Glue,School,3,15,25,75,45,30,40.0,Individual,Cash
ORD0170,2026-03-24,Highlighter,Writing,8,20,35,280,160,120,42.857142857142854,Student,Card
ORD0107,2026-03-24,Gel Pen,Writing,7,10,20,140,70,70,50.0,Business,Cash
ORD0423,2026-03-24,File,Office,8,18,35,280,144,136,48.57142857142857,Student,Card
ORD1785,2026-03-24,File,Office,3,18,35,105,54,51,48.57142857142857,Business,Card
ORD0529,2026-03-24,A4 Sheets,Paper,10,180,250,2500,1800,700,28.000000000000004,Student,Cash
ORD1487,2026-03-24,Ball Pen,Writing,5,5,10,50,25,25,50.0,Business,UPI
ORD0206,2026-03-24,Ball Pen,Writing,3,5,10,30,15,15,50.0,Student,UPI
ORD1105,2026-03-24,Eraser,School,8,3,7,56,24,32,57.14285714285714,Individual,UPI
ORD0403,2026-03-25,Stapler,Office,9,45,75,675,405,270,40.0,Student,UPI
ORD0473,2026-03-25,Drawing Book,School,2,30,50,100,60,40,40.0,Business,UPI
ORD0266,2026-03-25,Gel Pen,Writing,6,10,20,120,60,60,50.0,Individual,Card
ORD1203,2026-03-25,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Individual,Card
ORD1539,2026-03-25,Color Pencils,School,6,45,80,480,270,210,43.75,Business,UPI
ORD0710,2026-03-25,Marker,Writing,2,20,35,70,40,30,42.857142857142854,Business,UPI
ORD1175,2026-03-25,Glue,School,4,15,25,100,60,40,40.0,Individual,Cash
ORD1145,2026-03-25,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Student,Cash
ORD1001,2026-03-25,Scissors,Office,10,25,45,450,250,200,44.44444444444444,Student,Cash
ORD1141,2026-03-25,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Business,Cash
ORD1846,2026-03-25,Eraser,School,3,3,7,21,9,12,57.14285714285714,Individual,Card
ORD0254,2026-03-25,Notebook,Paper,4,35,60,240,140,100,41.66666666666667,Student,Card
ORD1112,2026-03-25,Ball Pen,Writing,9,5,10,90,45,45,50.0,Individual,UPI
ORD0098,2026-03-25,Gel Pen,Writing,1,10,20,20,10,10,50.0,Business,Card
ORD0895,2026-03-26,Color Pencils,School,2,45,80,160,90,70,43.75,Student,UPI
ORD0195,2026-03-26,Drawing Book,School,3,30,50,150,90,60,40.0,Individual,UPI
ORD0454,2026-03-26,Drawing Book,School,2,30,50,100,60,40,40.0,Individual,Card
ORD0272,2026-03-26,Calculator,Office,6,180,300,1800,1080,720,40.0,Student,UPI
ORD0380,2026-03-26,Calculator,Office,8,180,300,2400,1440,960,40.0,Business,Card
ORD0766,2026-03-26,Calculator,Office,9,180,300,2700,1620,1080,40.0,Individual,Cash
ORD0965,2026-03-26,Stapler,Office,6,45,75,450,270,180,40.0,Business,Cash
ORD0032,2026-03-26,Highlighter,Writing,4,20,35,140,80,60,42.857142857142854,Business,Card
ORD1394,2026-03-26,Pencil,Writing,6,4,8,48,24,24,50.0,Individual,UPI
ORD0904,2026-03-26,Stapler,Office,5,45,75,375,225,150,40.0,Individual,UPI
ORD1533,2026-03-26,Color Pencils,School,9,45,80,720,405,315,43.75,Individual,Card
ORD0421,2026-03-26,Scissors,Office,5,25,45,225,125,100,44.44444444444444,Individual,Card
ORD1600,2026-03-26,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Student,Card
ORD1306,2026-03-27,Notebook,Paper,6,35,60,360,210,150,41.66666666666667,Business,UPI
ORD1725,2026-03-27,Pencil,Writing,6,4,8,48,24,24,50.0,Individual,UPI
ORD0700,2026-03-27,Glue,School,7,15,25,175,105,70,40.0,Business,Cash
ORD1486,2026-03-27,Glue,School,1,15,25,25,15,10,40.0,Student,Cash
ORD0582,2026-03-27,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Individual,UPI
ORD1891,2026-03-27,File,Office,1,18,35,35,18,17,48.57142857142857,Individual,Card
ORD0194,2026-03-27,Marker,Writing,3,20,35,105,60,45,42.857142857142854,Business,UPI
ORD1102,2026-03-27,Color Pencils,School,3,45,80,240,135,105,43.75,Individual,Cash
ORD1775,2026-03-27,Pencil,Writing,5,4,8,40,20,20,50.0,Individual,Card
ORD1274,2026-03-27,Marker,Writing,1,20,35,35,20,15,42.857142857142854,Student,Card
ORD0484,2026-03-28,Scissors,Office,5,25,45,225,125,100,44.44444444444444,Student,UPI
ORD0894,2026-03-28,Marker,Writing,3,20,35,105,60,45,42.857142857142854,Individual,Card
ORD0899,2026-03-28,Stapler,Office,4,45,75,300,180,120,40.0,Individual,UPI
ORD0805,2026-03-28,Glue,School,1,15,25,25,15,10,40.0,Student,Card
ORD1617,2026-03-28,Stapler,Office,10,45,75,750,450,300,40.0,Business,Cash
ORD1618,2026-03-28,Notebook,Paper,3,35,60,180,105,75,41.66666666666667,Student,Card
ORD1240,2026-03-28,Color Pencils,School,4,45,80,320,180,140,43.75,Business,UPI
ORD0295,2026-03-28,Eraser,School,2,3,7,14,6,8,57.14285714285714,Individual,UPI
ORD1924,2026-03-29,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Individual,Card
ORD1022,2026-03-29,Scissors,Office,9,25,45,405,225,180,44.44444444444444,Individual,Cash
ORD0747,2026-03-29,Glue,School,3,15,25,75,45,30,40.0,Student,Cash
ORD0963,2026-03-29,Gel Pen,Writing,4,10,20,80,40,40,50.0,Individual,Card
ORD0300,2026-03-29,Glue,School,5,15,25,125,75,50,40.0,Student,Card
ORD1691,2026-03-29,Marker,Writing,6,20,35,210,120,90,42.857142857142854,Student,Cash
ORD1381,2026-03-29,Marker,Writing,8,20,35,280,160,120,42.857142857142854,Business,Cash
ORD0472,2026-03-29,Scissors,Office,1,25,45,45,25,20,44.44444444444444,Business,UPI
ORD0612,2026-03-29,Glue,School,5,15,25,125,75,50,40.0,Student,Cash
ORD0666,2026-03-29,Notebook,Paper,6,35,60,360,210,150,41.66666666666667,Student,UPI
ORD0767,2026-03-30,Highlighter,Writing,4,20,35,140,80,60,42.857142857142854,Student,Card
ORD0884,2026-03-30,Highlighter,Writing,5,20,35,175,100,75,42.857142857142854,Individual,Card
ORD0035,2026-03-30,Pencil,Writing,10,4,8,80,40,40,50.0,Business,UPI
ORD0668,2026-03-30,Glue,School,9,15,25,225,135,90,40.0,Individual,UPI
ORD1703,2026-03-30,Eraser,School,3,3,7,21,9,12,57.14285714285714,Business,Cash
ORD0322,2026-03-30,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Business,Card
ORD0991,2026-03-31,Color Pencils,School,7,45,80,560,315,245,43.75,Business,UPI
ORD1714,2026-03-31,Notebook,Paper,7,35,60,420,245,175,41.66666666666667,Individual,Cash
ORD0122,2026-03-31,A4 Sheets,Paper,3,180,250,750,540,210,28.000000000000004,Business,Cash
ORD1078,2026-03-31,Scissors,Office,10,25,45,450,250,200,44.44444444444444,Individual,Cash
ORD1335,2026-03-31,Eraser,School,8,3,7,56,24,32,57.14285714285714,Student,Card
ORD0297,2026-03-31,Stapler,Office,4,45,75,300,180,120,40.0,Business,UPI
ORD0412,2026-04-01,File,Office,7,18,35,245,126,119,48.57142857142857,Student,Cash
ORD0975,2026-04-01,Highlighter,Writing,3,20,35,105,60,45,42.857142857142854,Individual,Card
ORD1341,2026-04-01,Scissors,Office,10,25,45,450,250,200,44.44444444444444,Student,Cash
ORD0424,2026-04-01,Notebook,Paper,9,35,60,540,315,225,41.66666666666667,Business,Card
ORD0108,2026-04-01,Glue,School,2,15,25,50,30,20,40.0,Individual,UPI
ORD0346,2026-04-01,Scissors,Office,1,25,45,45,25,20,44.44444444444444,Business,Card
ORD0288,2026-04-01,Eraser,School,1,3,7,7,3,4,57.14285714285714,Student,Card
ORD0928,2026-04-01,Eraser,School,3,3,7,21,9,12,57.14285714285714,Individual,UPI
ORD1759,2026-04-01,Gel Pen,Writing,10,10,20,200,100,100,50.0,Individual,Card
ORD0616,2026-04-01,Notebook,Paper,7,35,60,420,245,175,41.66666666666667,Student,Cash
ORD1195,2026-04-01,Notebook,Paper,4,35,60,240,140,100,41.66666666666667,Student,Card
ORD1326,2026-04-02,Ball Pen,Writing,8,5,10,80,40,40,50.0,Business,Cash
ORD0365,2026-04-02,Highlighter,Writing,5,20,35,175,100,75,42.857142857142854,Individual,Card
ORD1674,2026-04-02,Gel Pen,Writing,10,10,20,200,100,100,50.0,Student,Card
ORD0568,2026-04-02,Drawing Book,School,7,30,50,350,210,140,40.0,Business,Card
ORD0761,2026-04-02,Eraser,School,4,3,7,28,12,16,57.14285714285714,Business,Card
ORD1139,2026-04-02,Stapler,Office,1,45,75,75,45,30,40.0,Business,Card
ORD1905,2026-04-02,Gel Pen,Writing,10,10,20,200,100,100,50.0,Student,Card
ORD0712,2026-04-02,Pencil,Writing,5,4,8,40,20,20,50.0,Business,UPI
ORD0362,2026-04-02,Calculator,Office,4,180,300,1200,720,480,40.0,Business,Card
ORD1204,2026-04-02,Highlighter,Writing,5,20,35,175,100,75,42.857142857142854,Student,Cash
ORD1480,2026-04-02,Gel Pen,Writing,7,10,20,140,70,70,50.0,Student,Cash
ORD1134,2026-04-03,Color Pencils,School,7,45,80,560,315,245,43.75,Individual,UPI
ORD1642,2026-04-03,File,Office,3,18,35,105,54,51,48.57142857142857,Business,UPI
ORD0631,2026-04-03,Stapler,Office,4,45,75,300,180,120,40.0,Individual,Card
ORD1984,2026-04-03,Stapler,Office,5,45,75,375,225,150,40.0,Student,Card
ORD1895,2026-04-03,File,Office,10,18,35,350,180,170,48.57142857142857,Student,UPI
ORD0259,2026-04-03,Marker,Writing,1,20,35,35,20,15,42.857142857142854,Business,Card
ORD1744,2026-04-03,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Student,Card
ORD0810,2026-04-03,Scissors,Office,6,25,45,270,150,120,44.44444444444444,Individual,Card
ORD0730,2026-04-03,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Business,UPI
ORD1844,2026-04-03,Marker,Writing,1,20,35,35,20,15,42.857142857142854,Business,UPI
ORD1869,2026-04-03,Ball Pen,Writing,1,5,10,10,5,5,50.0,Business,Card
ORD0878,2026-04-04,Drawing Book,School,4,30,50,200,120,80,40.0,Individual,Cash
ORD0897,2026-04-04,A4 Sheets,Paper,5,180,250,1250,900,350,28.000000000000004,Student,Cash
ORD1686,2026-04-04,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Business,Card
ORD0734,2026-04-04,Color Pencils,School,3,45,80,240,135,105,43.75,Individual,Card
ORD1592,2026-04-04,Pencil,Writing,4,4,8,32,16,16,50.0,Student,Card
ORD1110,2026-04-04,Pencil,Writing,6,4,8,48,24,24,50.0,Student,Card
ORD0155,2026-04-05,Pencil,Writing,1,4,8,8,4,4,50.0,Individual,Card
ORD1109,2026-04-05,Highlighter,Writing,10,20,35,350,200,150,42.857142857142854,Business,Card
ORD0045,2026-04-05,File,Office,8,18,35,280,144,136,48.57142857142857,Individual,Cash
ORD0374,2026-04-05,Pencil,Writing,6,4,8,48,24,24,50.0,Individual,Cash
ORD0286,2026-04-05,File,Office,1,18,35,35,18,17,48.57142857142857,Business,UPI
ORD0685,2026-04-05,Stapler,Office,1,45,75,75,45,30,40.0,Student,Card
ORD1095,2026-04-05,Color Pencils,School,7,45,80,560,315,245,43.75,Business,Cash
ORD1071,2026-04-05,Calculator,Office,8,180,300,2400,1440,960,40.0,Student,UPI
ORD0617,2026-04-05,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Student,Card
ORD1621,2026-04-05,Gel Pen,Writing,9,10,20,180,90,90,50.0,Student,Cash
ORD0590,2026-04-06,A4 Sheets,Paper,3,180,250,750,540,210,28.000000000000004,Business,Card
ORD1271,2026-04-06,Notebook,Paper,2,35,60,120,70,50,41.66666666666667,Business,UPI
ORD0704,2026-04-06,Scissors,Office,7,25,45,315,175,140,44.44444444444444,Student,Card
ORD1792,2026-04-06,Glue,School,3,15,25,75,45,30,40.0,Business,UPI
ORD1439,2026-04-06,File,Office,4,18,35,140,72,68,48.57142857142857,Individual,Cash
ORD1739,2026-04-06,Calculator,Office,1,180,300,300,180,120,40.0,Business,Cash
ORD1787,2026-04-07,Color Pencils,School,7,45,80,560,315,245,43.75,Student,Cash
ORD1456,2026-04-07,Eraser,School,10,3,7,70,30,40,57.14285714285714,Business,Cash
ORD0030,2026-04-07,Drawing Book,School,9,30,50,450,270,180,40.0,Business,Card
ORD1908,2026-04-07,Calculator,Office,4,180,300,1200,720,480,40.0,Business,UPI
ORD0985,2026-04-07,File,Office,1,18,35,35,18,17,48.57142857142857,Student,UPI
ORD0356,2026-04-07,Eraser,School,10,3,7,70,30,40,57.14285714285714,Business,Cash
ORD1483,2026-04-07,Pencil,Writing,7,4,8,56,28,28,50.0,Business,Cash
ORD0918,2026-04-08,Stapler,Office,3,45,75,225,135,90,40.0,Business,Card
ORD1344,2026-04-08,Drawing Book,School,10,30,50,500,300,200,40.0,Student,Card
ORD1283,2026-04-08,Highlighter,Writing,9,20,35,315,180,135,42.857142857142854,Individual,UPI
ORD1796,2026-04-08,Ball Pen,Writing,2,5,10,20,10,10,50.0,Individual,Card
ORD0889,2026-04-08,Notebook,Paper,10,35,60,600,350,250,41.66666666666667,Business,Card
ORD0409,2026-04-09,Calculator,Office,3,180,300,900,540,360,40.0,Business,Card
ORD1830,2026-04-09,Ball Pen,Writing,4,5,10,40,20,20,50.0,Student,Card
ORD1280,2026-04-09,Color Pencils,School,1,45,80,80,45,35,43.75,Business,Card
ORD0101,2026-04-09,Drawing Book,School,6,30,50,300,180,120,40.0,Individual,Card
ORD0744,2026-04-09,Color Pencils,School,4,45,80,320,180,140,43.75,Business,Cash
ORD1907,2026-04-09,Ball Pen,Writing,4,5,10,40,20,20,50.0,Business,Card
ORD0307,2026-04-09,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Student,Cash
ORD0376,2026-04-09,Drawing Book,School,10,30,50,500,300,200,40.0,Individual,Card
ORD0719,2026-04-09,Pencil,Writing,4,4,8,32,16,16,50.0,Student,Card
ORD0420,2026-04-10,Marker,Writing,3,20,35,105,60,45,42.857142857142854,Individual,UPI
ORD0860,2026-04-10,Gel Pen,Writing,8,10,20,160,80,80,50.0,Individual,Card
ORD1384,2026-04-10,Notebook,Paper,7,35,60,420,245,175,41.66666666666667,Student,Card
ORD1202,2026-04-10,Drawing Book,School,3,30,50,150,90,60,40.0,Individual,Card
ORD0769,2026-04-10,Color Pencils,School,4,45,80,320,180,140,43.75,Individual,Card
ORD1997,2026-04-10,File,Office,4,18,35,140,72,68,48.57142857142857,Student,Card
ORD0521,2026-04-10,Ball Pen,Writing,10,5,10,100,50,50,50.0,Business,UPI
ORD0981,2026-04-10,Stapler,Office,7,45,75,525,315,210,40.0,Business,Cash
ORD0869,2026-04-10,Stapler,Office,3,45,75,225,135,90,40.0,Individual,Cash
ORD0962,2026-04-10,File,Office,6,18,35,210,108,102,48.57142857142857,Individual,Cash
ORD1681,2026-04-10,Notebook,Paper,6,35,60,360,210,150,41.66666666666667,Student,UPI
ORD0579,2026-04-11,Scissors,Office,8,25,45,360,200,160,44.44444444444444,Business,UPI
ORD1694,2026-04-11,A4 Sheets,Paper,3,180,250,750,540,210,28.000000000000004,Student,Cash
ORD1114,2026-04-11,Scissors,Office,5,25,45,225,125,100,44.44444444444444,Individual,Cash
ORD0410,2026-04-11,Gel Pen,Writing,6,10,20,120,60,60,50.0,Individual,Cash
ORD0803,2026-04-11,File,Office,7,18,35,245,126,119,48.57142857142857,Individual,Card
ORD0182,2026-04-11,Eraser,School,10,3,7,70,30,40,57.14285714285714,Student,UPI
ORD0535,2026-04-11,Glue,School,1,15,25,25,15,10,40.0,Individual,UPI
ORD0010,2026-04-12,Ball Pen,Writing,4,5,10,40,20,20,50.0,Individual,UPI
ORD1385,2026-04-12,Calculator,Office,5,180,300,1500,900,600,40.0,Individual,Cash
ORD1429,2026-04-12,Gel Pen,Writing,8,10,20,160,80,80,50.0,Business,UPI
ORD0964,2026-04-12,Drawing Book,School,9,30,50,450,270,180,40.0,Student,Card
ORD0353,2026-04-12,Eraser,School,8,3,7,56,24,32,57.14285714285714,Individual,Card
ORD0811,2026-04-12,Scissors,Office,6,25,45,270,150,120,44.44444444444444,Student,Card
ORD0396,2026-04-12,Notebook,Paper,3,35,60,180,105,75,41.66666666666667,Student,Card
ORD0558,2026-04-12,A4 Sheets,Paper,4,180,250,1000,720,280,28.000000000000004,Student,Card
ORD1530,2026-04-13,Calculator,Office,2,180,300,600,360,240,40.0,Student,Card
ORD1479,2026-04-13,Calculator,Office,3,180,300,900,540,360,40.0,Business,UPI
ORD1210,2026-04-13,Notebook,Paper,5,35,60,300,175,125,41.66666666666667,Business,Cash
ORD1882,2026-04-13,Scissors,Office,2,25,45,90,50,40,44.44444444444444,Student,Cash
ORD1761,2026-04-13,Color Pencils,School,6,45,80,480,270,210,43.75,Student,Cash
ORD1461,2026-04-13,File,Office,9,18,35,315,162,153,48.57142857142857,Business,Card
ORD1413,2026-04-13,Drawing Book,School,4,30,50,200,120,80,40.0,Student,UPI
ORD1800,2026-04-13,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Individual,UPI
ORD1594,2026-04-13,Color Pencils,School,2,45,80,160,90,70,43.75,Business,UPI
ORD0916,2026-04-14,Scissors,Office,5,25,45,225,125,100,44.44444444444444,Student,Cash
ORD1369,2026-04-14,Glue,School,5,15,25,125,75,50,40.0,Business,Card
ORD0023,2026-04-14,Notebook,Paper,3,35,60,180,105,75,41.66666666666667,Business,UPI
ORD1956,2026-04-14,Highlighter,Writing,10,20,35,350,200,150,42.857142857142854,Business,UPI
ORD1477,2026-04-14,File,Office,7,18,35,245,126,119,48.57142857142857,Individual,Card
ORD0333,2026-04-14,Calculator,Office,5,180,300,1500,900,600,40.0,Business,UPI
ORD1129,2026-04-14,Highlighter,Writing,9,20,35,315,180,135,42.857142857142854,Student,UPI
ORD1500,2026-04-14,Calculator,Office,3,180,300,900,540,360,40.0,Individual,Cash
ORD1131,2026-04-15,Glue,School,3,15,25,75,45,30,40.0,Business,Cash
ORD0930,2026-04-15,File,Office,7,18,35,245,126,119,48.57142857142857,Business,UPI
ORD1294,2026-04-15,A4 Sheets,Paper,9,180,250,2250,1620,630,28.000000000000004,Business,Cash
ORD0001,2026-04-15,Stapler,Office,2,45,75,150,90,60,40.0,Business,Cash
ORD0191,2026-04-15,Pencil,Writing,2,4,8,16,8,8,50.0,Individual,Cash
ORD0645,2026-04-15,File,Office,7,18,35,245,126,119,48.57142857142857,Business,UPI
ORD0665,2026-04-15,Marker,Writing,2,20,35,70,40,30,42.857142857142854,Business,Card
ORD1299,2026-04-16,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Individual,UPI
ORD0025,2026-04-16,Stapler,Office,9,45,75,675,405,270,40.0,Individual,UPI
ORD0923,2026-04-16,Glue,School,9,15,25,225,135,90,40.0,Student,Cash
ORD1196,2026-04-16,Stapler,Office,7,45,75,525,315,210,40.0,Individual,UPI
ORD1733,2026-04-16,Glue,School,10,15,25,250,150,100,40.0,Student,Cash
ORD0815,2026-04-16,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Student,Cash
ORD1929,2026-04-16,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Student,Card
ORD1418,2026-04-16,Eraser,School,1,3,7,7,3,4,57.14285714285714,Individual,Card
ORD0842,2026-04-17,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Student,Card
ORD1959,2026-04-17,Glue,School,1,15,25,25,15,10,40.0,Student,Card
ORD1706,2026-04-17,A4 Sheets,Paper,10,180,250,2500,1800,700,28.000000000000004,Business,UPI
ORD0598,2026-04-17,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Individual,Card
ORD1320,2026-04-17,Pencil,Writing,9,4,8,72,36,36,50.0,Student,Cash
ORD1915,2026-04-17,Ball Pen,Writing,10,5,10,100,50,50,50.0,Individual,Card
ORD0880,2026-04-17,Highlighter,Writing,6,20,35,210,120,90,42.857142857142854,Individual,Cash
ORD0642,2026-04-17,Gel Pen,Writing,4,10,20,80,40,40,50.0,Student,Cash
ORD0649,2026-04-17,Highlighter,Writing,5,20,35,175,100,75,42.857142857142854,Student,UPI
ORD0664,2026-04-17,Color Pencils,School,9,45,80,720,405,315,43.75,Student,Cash
ORD0163,2026-04-18,Color Pencils,School,5,45,80,400,225,175,43.75,Student,UPI
ORD1049,2026-04-18,Scissors,Office,9,25,45,405,225,180,44.44444444444444,Individual,Card
